"Position (bp)"	"AH10_S41_L002_R1_001"	"AH11_S42_L002_R1_001"	"AH12_S43_L002_R1_001"	"AH13_S44_L002_R1_001"	"AH14_S45_L002_R1_001"	"AH15_S46_L002_R1_001"	"AH16_S47_L002_R1_001"	"AH17_S48_L002_R1_001"	"AH18_S49_L002_R1_001"	"AH19_S50_L002_R1_001"	"AH1_S32_L002_R1_001"	"AH20_S51_L002_R1_001"	"AH21_S52_L002_R1_001"	"AH22_S53_L002_R1_001"	"AH23_S54_L002_R1_001"	"AH24_S55_L002_R1_001"	"AH25_S56_L002_R1_001"	"AH26_S57_L002_R1_001"	"AH27_S58_L002_R1_001"	"AH28_S59_L002_R1_001"	"AH29_S60_L002_R1_001"	"AH2_S33_L002_R1_001"	"AH30_S61_L002_R1_001"	"AH31_S62_L002_R1_001"	"AH32_S63_L002_R1_001"	"AH33_S64_L002_R1_001"	"AH34_S65_L002_R1_001"	"AH35_S66_L002_R1_001"	"AH36_S67_L002_R1_001"	"AH37_S68_L002_R1_001"	"AH38_S69_L002_R1_001"	"AH39_S70_L002_R1_001"	"AH3_S34_L002_R1_001"	"AH4_S35_L002_R1_001"	"AH5_S36_L002_R1_001"	"AH6_S37_L002_R1_001"	"AH7_S38_L002_R1_001"	"AH8_S39_L002_R1_001"	"AH9_S40_L002_R1_001"
72	34.59599569031549	34.66604845910333	34.81794681483467	34.68852757133541	34.59734927383763	34.43716798928541	34.18079862528386	34.32649928761102	34.535080889844025	34.134816852009294	34.15460381824886	34.92026529566358	34.77897682955438	35.03530910336816	34.77504041899416	34.161042020621935	34.86912192166959	34.950444138942785	34.79831108218744	34.923288641873285	35.21591568515559	34.36302864104823	35.04580067193626	34.687513039565374	34.66663028122011	34.054784369880316	34.470240832684674	34.243332061712415	34.139555490918156	34.01450190689293	34.41379997340468	34.52193458808894	34.29467375373841	34.10707374586866	34.49507300450776	34.38821769545204	34.8878997390849	34.53307039032022	34.30812763316661
74	34.484488174321925	34.55337644416787	34.80031177589704	34.61180444028185	34.54208027113702	34.30320497282818	34.11580021513767	34.2648842190798	34.44488750596594	34.01215586407243	34.03335017528168	34.84968283435498	34.72332731473766	34.920072429392775	34.6890227542538	34.030682288224185	34.767492684309005	34.88651604681884	34.709406702388705	34.862062915318845	35.187795159341576	34.244405737332826	35.0203175516381	34.63222614329905	34.59203603688789	33.90859634429683	34.36988946905505	34.181893335927555	34.08178450295283	33.88652762259426	34.33778116111027	34.44868411229399	34.26602755323463	34.063546571599275	34.42199750067297	34.328395177669336	34.818701225197216	34.481945465072016	34.21873081518133
76	34.38604885237558	34.43824602938391	34.68454074906393	34.53063332081015	34.45987808040602	34.179497126683486	33.910386819322696	34.143033501879	34.2316734984028	33.86355872932687	33.897741924733694	34.791483612815156	34.55852372708537	34.813434752932984	34.59757267380168	33.925794893293514	34.66894263228088	34.82311893579521	34.626935921453985	34.78919184623689	35.11083770329123	34.104040420144884	34.95592841486827	34.54413464206806	34.49565571673304	33.77268886852723	34.26680103289329	33.94371951667643	34.012270876292675	33.74935086927994	34.259447303822284	34.353379279012614	34.0949070435081	33.82752744761428	34.32985430455972	34.15245792134962	34.74588724052333	34.31221807042712	34.141028502818834
78	34.353253849786476	34.40780932925674	34.64210555252026	34.49162362684945	34.41411327153497	34.14097390075827	33.84766663584681	34.108285057165006	34.17171459499865	33.79301498796326	33.843164014418136	34.772466105083915	34.52124561976156	34.802814602954385	34.577163043212636	33.90060821693384	34.64351138512045	34.790719744531046	34.59018677148558	34.758563460729356	35.086294717236974	34.038615436874416	34.92779235402818	34.50500748008301	34.4437569526331	33.73549852651504	34.26531806188106	33.85268172532054	33.99079752450305	33.70333109390039	34.24572142413943	34.30514241209751	34.023609150794954	33.7329196375225	34.3114185105221	34.090675134295566	34.712146408366195	34.25578051702912	34.120690004300016
80	34.32803586508307	34.394730106334045	34.60482783029403	34.46451262137602	34.379170044326855	34.09402469562731	33.810012019745756	34.097811752292884	34.14546647370396	33.725698640234214	33.79635396902013	34.751969546468956	34.523346160149735	34.80666363649217	34.548107413557375	33.871718483898746	34.63116936252119	34.749745313618746	34.556423888702255	34.72605683576211	35.05838524385702	33.98409465438845	34.88877748794642	34.461666188848206	34.39253899036643	33.701777494437636	34.259213691797264	33.80498670108257	33.96390337459162	33.66202147634698	34.2325250890034	34.27210763001405	33.969893525414335	33.666369042397086	34.30284653429817	34.071252734103126	34.68396323234126	34.22807060467005	34.087681812821685
82	34.2681608763194	34.34145688465597	34.54694976193012	34.404172144327546	34.293729849452475	33.99127902217391	33.66025591008419	34.01605216715113	34.05560529748446	33.61510338216526	33.7047180389092	34.68346164987118	34.47847135474411	34.74529718822467	34.44974526708691	33.77016926118897	34.57242045560022	34.69016645428201	34.48440655662415	34.66030377550233	35.01141944420045	33.88718980612343	34.82629830030454	34.38640145876685	34.30400569003493	33.59257407474641	34.19028771273188	33.69974821056174	33.86457509855761	33.549646170683985	34.15719265336066	34.1939760588759	33.87958274043916	33.54435067195749	34.21984173725974	33.97732327272821	34.6215075303716	34.171465685189816	33.99336546238317
84	34.239304348046275	34.33129373089099	34.53895789879997	34.37461784161387	34.252489521782195	33.94070757340823	33.6079004458356	33.96213215087006	34.020387967579296	33.55943885389823	33.65855483182956	34.65482022589184	34.47328542329183	34.74326069437521	34.39560683798061	33.707960778349076	34.56205977615696	34.676521781788495	34.45256922358623	34.67366162172692	35.03083395660802	33.84905898317215	34.83340313127302	34.37895509568279	34.27975448861993	33.52041546388982	34.14660925596863	33.64233346403557	33.77356643483771	33.471516307306814	34.09194105002401	34.14480185808574	33.84503081272166	33.49352929823314	34.17093669998293	33.93941123900269	34.60487084584872	34.16085461062161	33.9529681453097
86	34.15339261048631	34.25434237939338	34.4970272477473	34.289210959292994	34.15999591603081	33.872547118916685	33.54492340512857	33.85807606948971	33.971812385890715	33.467284347140875	33.559461071986426	34.594159789564785	34.41774276035476	34.69201158966544	34.33900828444682	33.619656708985985	34.492091115160456	34.6050731705038	34.396777056031446	34.60934186338572	34.972520370077426	33.760073702946386	34.77880752809375	34.31406950091933	34.20304066456048	33.39151932329841	34.0281549288288	33.571176715233236	33.636241020739945	33.350855807409204	33.971472027553325	34.05892448018956	33.76909922675437	33.44376736686672	34.08597802014346	33.87597122004138	34.53730698505668	34.103019236490226	33.84561475395191
88	33.9907988742152	34.10904840498931	34.386193665291046	34.14373824477757	34.02194491137706	33.70922110780518	33.45447042082641	33.667060966254496	33.855901245002286	33.323884833700625	33.37025253247361	34.46731991804942	34.26832125252898	34.55303562420342	34.2212739603926	33.418987144742324	34.33985329535851	34.49259079297927	34.262056074053774	34.50349126202576	34.89851392956115	33.60793958590476	34.689007772292086	34.19859125342544	34.08765337508621	33.16296136530017	33.83531661786198	33.387774002092655	33.42569055249393	33.13133400527208	33.77343937293611	33.8900452216231	33.633170447857914	33.32675289343889	33.90426680923298	33.70557442821263	34.409177119318755	33.954747502391406	33.65469851619535
90	33.88813127572485	34.03870478097351	34.29211786549195	34.07282787277633	33.93825525663839	33.605751664471065	33.29572667594269	33.56663850109605	33.717880841638745	33.174173687316085	33.260650579380936	34.39620890596909	34.17576962046121	34.49492395635706	34.1251255014592	33.29421329311902	34.265427192386795	34.41423382090309	34.180811509389706	34.42554695281262	34.84388662504445	33.50081034711067	34.61958585556966	34.104481104934386	34.00423373640065	33.039595177775084	33.71016255867269	33.24778723091517	33.315969188737164	32.973752338095366	33.65743333395531	33.81701712111509	33.52480471553771	33.183281450131645	33.81840781517788	33.592217506215505	34.348782905011404	33.84916310463433	33.54647189919133
92	33.83332573694466	33.97276914959821	34.25354768212603	34.02072261282605	33.89425022099198	33.554964282705114	33.23003132350255	33.501586153432555	33.64382215860918	33.09468014964399	33.185980690527046	34.35335489598444	34.11808911653351	34.46559348153514	34.08318415498257	33.22505042235947	34.21196549045663	34.373236029625616	34.12634075357134	34.37157313291374	34.80080650170139	33.427783003680716	34.58234433919493	34.05532592528182	33.95149731906468	32.96872554575967	33.63356068205046	33.15969947972579	33.259654230315746	32.887766931533776	33.59269072638065	33.76308206332753	33.459161492107455	33.105956471671405	33.76229971210703	33.52714885265935	34.30854526325183	33.78240081773379	33.48269378974689
94	33.8018795997716	33.945843096404126	34.208605564546886	34.00132948162111	33.85268405895154	33.52902746492062	33.167158468959514	33.47726537947801	33.58913929149915	33.01810660673115	33.16193006578035	34.33195310475203	34.0845797473108	34.465671241307675	34.04518271186048	33.18774879495449	34.18714441345013	34.339902540556515	34.09940458543888	34.33719808766122	34.770018675125385	33.38689186322483	34.550147816597985	34.01513192237702	33.91221285625292	32.9415558655614	33.59206998951741	33.084679226542946	33.23814542895282	32.83499921777707	33.55651376402484	33.746814621733165	33.40228556570476	33.019060381519296	33.75469175886772	33.489582575739924	34.28875834000691	33.7242769373869	33.44649274416311
96	33.738751204344126	33.919382017911744	34.131352262093344	33.970833188343654	33.803551982692106	33.42946158708659	33.00786019209042	33.41092055597806	33.45300967131749	32.875042298273755	33.08714902006736	34.294221592594894	34.017812127998226	34.436625785381224	33.95882754691112	33.073205673712046	34.15011688007152	34.299154354780875	34.041118610635074	34.28861360596387	34.74461127860187	33.31230948151514	34.50844287994572	33.946679620856074	33.86069064676174	32.85913065310244	33.53185729906453	32.95520913561922	33.18652812332816	32.70910125361431	33.49896937215432	33.69649993866156	33.30413321982756	32.87530266483574	33.68924088075772	33.388300074541306	34.255486497467174	33.641175780287526	33.37360800256334
98	33.63842835782536	33.832737087042396	34.0514244676501	33.881417808349795	33.694200763750416	33.3154458682024	32.83082579938075	33.30761384929077	33.303405533308094	32.74740861216418	32.98770523437004	34.208152370855714	33.920599183105324	34.36187247337141	33.849838131092596	32.95417513387349	34.06527294000401	34.205393791515746	33.94160032884483	34.21449619601215	34.68474243663452	33.20968979837315	34.43685598942537	33.86439799035007	33.76405182770819	32.74766782826552	33.424244520851445	32.81665145111347	33.0863068556618	32.557259453384574	33.39510506688157	33.58242244814276	33.19576460791342	32.72203293806059	33.603317515450755	33.28089327647764	34.17182375196391	33.52612686305731	33.27129635475045
100	33.51967021544624	33.70825888146324	33.94775199498776	33.742984023218796	33.56214497769473	33.221126273785075	32.68906225687076	33.17896640942889	33.214218461242794	32.612774385013736	32.84422279962632	34.1062873735354	33.83454738186498	34.28749728141608	33.774672821586634	32.866343865383286	33.952519333453836	34.063699043743455	33.8423780612238	34.08958816398696	34.55790595382936	33.07057305125858	34.31870550259207	33.733248014757564	33.62303323914833	32.597054732576886	33.28462519957484	32.71292233780567	32.93830527666249	32.427559624493796	33.25556488255189	33.448472147659444	33.070578207531696	32.59485714496792	33.50650083395551	33.19599632918778	34.05711657104476	33.41473401783824	33.156509527343246
