numsampled	0.03-WSH174	lci-WSH174	hci-WSH174	0.03-WSH175	lci-WSH175	hci-WSH175	0.03-WSH176	lci-WSH176	hci-WSH176	0.03-WSH177	lci-WSH177	hci-WSH177	0.03-WSH178	lci-WSH178	hci-WSH178	0.03-WSH179	lci-WSH179	hci-WSH179	0.03-WSH180	lci-WSH180	hci-WSH180	0.03-WSH181	lci-WSH181	hci-WSH181	0.03-WSH182	lci-WSH182	hci-WSH182	0.03-WSH183	lci-WSH183	hci-WSH183	0.03-WSH184	lci-WSH184	hci-WSH184	0.03-WSH185	lci-WSH185	hci-WSH185	0.03-WSH186	lci-WSH186	hci-WSH186	0.03-WSH187	lci-WSH187	hci-WSH187	0.03-WSH188	lci-WSH188	hci-WSH188	0.03-WSH189	lci-WSH189	hci-WSH189	0.03-WSH190	lci-WSH190	hci-WSH190	0.03-WSH191	lci-WSH191	hci-WSH191	0.03-WSH192	lci-WSH192	hci-WSH192	0.03-WSH193	lci-WSH193	hci-WSH193	0.03-WSH194	lci-WSH194	hci-WSH194	0.03-WSH195	lci-WSH195	hci-WSH195	0.03-WSH196	lci-WSH196	hci-WSH196	0.03-WSH201	lci-WSH201	hci-WSH201	0.03-WSH202	lci-WSH202	hci-WSH202	0.03-WSH203	lci-WSH203	hci-WSH203	0.03-WSH204	lci-WSH204	hci-WSH204	0.03-WSH205	lci-WSH205	hci-WSH205	0.03-WSH206	lci-WSH206	hci-WSH206	0.03-WSH207	lci-WSH207	hci-WSH207	0.03-WSH208	lci-WSH208	hci-WSH208	0.03-WSH209	lci-WSH209	hci-WSH209	0.03-WSH210	lci-WSH210	hci-WSH210	0.03-WSH211	lci-WSH211	hci-WSH211	0.03-WSH212	lci-WSH212	hci-WSH212	0.03-WSH213	lci-WSH213	hci-WSH213	0.03-WSH214	lci-WSH214	hci-WSH214	0.03-WSH215	lci-WSH215	hci-WSH215	0.03-WSH216	lci-WSH216	hci-WSH216
7500	629.154	622	639	NA	NA	NA	NA	NA	NA	482.697	469	495	NA	NA	NA	733.368	713	751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	375.125	366	384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.583	121	133	249.683	243	256	244.696	240	251	268.382	260	275	NA	NA	NA	NA	NA	NA	397.608	388	408	NA	NA	NA	NA	NA	NA
7600	631.17	622	639	NA	NA	NA	NA	NA	NA	484.617	470	496	NA	NA	NA	736.147	717	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	376.368	368	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.81	122	133	250.516	244	257	245.475	240	251	269.359	261	277	NA	NA	NA	NA	NA	NA	399.333	389	410	NA	NA	NA	NA	NA	NA
7700	633.198	626	640	NA	NA	NA	NA	NA	NA	486.103	472	496	NA	NA	NA	739.109	720	761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	377.708	369	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.223	123	133	251.153	245	259	246.445	241	251	270.342	263	279	NA	NA	NA	NA	NA	NA	400.624	392	410	NA	NA	NA	NA	NA	NA
7800	634.861	627	642	NA	NA	NA	NA	NA	NA	487.71	475	498	NA	NA	NA	741.792	722	763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	378.884	371	389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127.66	123	133	251.718	246	259	247.251	243	251	271.319	264	279	NA	NA	NA	NA	NA	NA	401.68	394	411	NA	NA	NA	NA	NA	NA
7900	637	629	644	NA	NA	NA	NA	NA	NA	489.442	476	499	NA	NA	NA	744.492	726	764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	380.447	372	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.001	123	134	252.378	247	260	248.534	243	253	272.457	264	280	NA	NA	NA	NA	NA	NA	402.897	394	412	NA	NA	NA	NA	NA	NA
8000	638.83	630	646	NA	NA	NA	NA	NA	NA	490.907	477	500	NA	NA	NA	747.291	729	766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	381.648	373	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.317	124	134	252.969	247	260	249.345	244	254	273.262	264	281	NA	NA	NA	NA	NA	NA	404	395	414	NA	NA	NA	NA	NA	NA
8100	640.712	634	649	NA	NA	NA	NA	NA	NA	492.436	478	503	NA	NA	NA	749.813	731	772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	382.926	375	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.634	124	134	253.844	248	262	250.147	246	254	274.093	264	282	NA	NA	NA	NA	NA	NA	405.367	396	415	NA	NA	NA	NA	NA	NA
8200	642.717	637	650	NA	NA	NA	NA	NA	NA	494.003	479	504	NA	NA	NA	752.642	733	774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	384.462	376	393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.904	125	135	254.408	249	262	251.022	246	255	275.025	266	282	NA	NA	NA	NA	NA	NA	406.495	397	419	NA	NA	NA	NA	NA	NA
8300	644.311	637	651	NA	NA	NA	NA	NA	NA	495.544	482	504	NA	NA	NA	755.28	736	775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	385.757	378	395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129.149	125	135	255.037	249	263	251.604	247	256	275.829	267	283	NA	NA	NA	NA	NA	NA	407.619	399	419	NA	NA	NA	NA	NA	NA
8400	645.965	640	653	NA	NA	NA	NA	NA	NA	496.816	483	504	NA	NA	NA	757.349	736	777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	387.145	378	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129.63	125	136	255.67	251	263	252.459	248	257	276.586	267	284	NA	NA	NA	NA	NA	NA	408.774	400	420	NA	NA	NA	NA	NA	NA
8500	648.002	641	656	NA	NA	NA	NA	NA	NA	498.305	484	507	NA	NA	NA	759.589	741	779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	388.272	379	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129.926	125	136	256.257	251	263	252.974	249	257	277.462	268	285	NA	NA	NA	NA	NA	NA	409.928	401	421	NA	NA	NA	NA	NA	NA
8600	649.778	645	658	NA	NA	NA	NA	NA	NA	499.451	487	508	NA	NA	NA	761.69	742	782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	389.449	379	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130.337	126	136	256.768	251	265	253.608	250	258	278.315	268	286	NA	NA	NA	NA	NA	NA	410.886	401	422	NA	NA	NA	NA	NA	NA
8700	651.533	646	660	NA	NA	NA	NA	NA	NA	500.757	488	511	NA	NA	NA	764.134	746	784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	390.593	382	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130.628	126	136	257.616	251	265	254.414	252	258	279.333	270	286	NA	NA	NA	NA	NA	NA	411.959	402	423	NA	NA	NA	NA	NA	NA
8800	653.128	647	661	NA	NA	NA	NA	NA	NA	502.36	490	514	NA	NA	NA	767.063	751	788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	391.929	384	401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130.944	127	136	258.248	251	265	255.244	253	258	280.135	272	286	NA	NA	NA	NA	NA	NA	413.006	404	423	NA	NA	NA	NA	NA	NA
8900	654.574	649	661	NA	NA	NA	NA	NA	NA	503.771	491	515	NA	NA	NA	770.015	753	789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	393.006	384	402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131.305	127	136	258.83	252	265	255.853	253	258	280.776	273	287	NA	NA	NA	NA	NA	NA	413.697	405	423	NA	NA	NA	NA	NA	NA
9000	656.377	650	662	NA	NA	NA	NA	NA	NA	504.939	493	516	NA	NA	NA	771.989	755	791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	393.862	384	403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131.6	127	136	259.346	253	265	256.636	255	258	281.873	274	288	NA	NA	NA	NA	NA	NA	414.919	407	424	NA	NA	NA	NA	NA	NA
9100	657.963	652	663	NA	NA	NA	NA	NA	NA	506.134	496	519	NA	NA	NA	773.607	757	791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	394.838	385	404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131.939	127	137	259.953	254	265	257.435	256	258	282.559	274	289	NA	NA	NA	NA	NA	NA	415.869	408	425	NA	NA	NA	NA	NA	NA
9184	659.184	654	665	NA	NA	NA	NA	NA	NA	507.466	497	519	NA	NA	NA	775.748	759	792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	395.743	387	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.132	127	137	260.438	255	265	258	258	258	283.245	274	290	NA	NA	NA	NA	NA	NA	416.767	409	426	NA	NA	NA	NA	NA	NA
9200	659.258	654	665	NA	NA	NA	NA	NA	NA	507.761	497	519	NA	NA	NA	776.043	759	792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	395.819	387	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.133	127	137	260.61	256	265	NA	NA	NA	283.318	274	291	NA	NA	NA	NA	NA	NA	416.915	409	426	NA	NA	NA	NA	NA	NA
9300	660.698	656	666	NA	NA	NA	NA	NA	NA	509.128	499	519	NA	NA	NA	778.119	762	794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	396.911	387	407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.592	128	137	261.405	256	266	NA	NA	NA	283.948	275	292	NA	NA	NA	NA	NA	NA	418.018	409	427	NA	NA	NA	NA	NA	NA
9400	662.138	658	666	NA	NA	NA	NA	NA	NA	510.445	500	520	NA	NA	NA	780.042	764	799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	397.857	389	407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132.909	128	138	261.866	256	266	NA	NA	NA	284.822	277	292	NA	NA	NA	NA	NA	NA	419.19	411	428	NA	NA	NA	NA	NA	NA
9500	664.037	660	669	NA	NA	NA	NA	NA	NA	511.517	502	521	NA	NA	NA	782.276	765	803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	398.858	390	407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.038	128	138	262.335	257	267	NA	NA	NA	285.768	277	293	NA	NA	NA	NA	NA	NA	420.043	412	428	NA	NA	NA	NA	NA	NA
9600	665.83	663	669	NA	NA	NA	NA	NA	NA	512.833	503	521	NA	NA	NA	784.15	767	805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399.742	393	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.302	128	138	263.015	257	267	NA	NA	NA	286.497	277	293	NA	NA	NA	NA	NA	NA	421.256	412	428	NA	NA	NA	NA	NA	NA
9700	667.561	665	669	NA	NA	NA	NA	NA	NA	514.116	503	523	NA	NA	NA	786.073	769	805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	400.646	393	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.499	128	138	263.742	259	267	NA	NA	NA	287.348	277	294	NA	NA	NA	NA	NA	NA	422.398	413	428	NA	NA	NA	NA	NA	NA
9778	669	669	669	NA	NA	NA	NA	NA	NA	514.946	505	525	NA	NA	NA	787.245	771	806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401.302	394	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.645	128	138	264.134	259	268	NA	NA	NA	287.768	277	295	NA	NA	NA	NA	NA	NA	423.156	414	429	NA	NA	NA	NA	NA	NA
9800	NA	NA	NA	NA	NA	NA	NA	NA	NA	515.165	506	525	NA	NA	NA	787.588	772	806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401.567	394	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.645	128	138	264.305	259	268	NA	NA	NA	287.843	277	295	NA	NA	NA	NA	NA	NA	423.326	414	430	NA	NA	NA	NA	NA	NA
9900	NA	NA	NA	NA	NA	NA	NA	NA	NA	516.219	507	526	NA	NA	NA	789.32	774	808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.635	395	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133.816	129	138	264.67	259	269	NA	NA	NA	288.264	277	295	NA	NA	NA	NA	NA	NA	423.97	415	430	NA	NA	NA	NA	NA	NA
10000	NA	NA	NA	NA	NA	NA	NA	NA	NA	517.492	507	528	NA	NA	NA	791.032	776	809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403.781	396	411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.202	130	138	265.112	260	269	NA	NA	NA	289.163	279	295	NA	NA	NA	NA	NA	NA	425.041	416	431	NA	NA	NA	NA	NA	NA
10100	NA	NA	NA	NA	NA	NA	NA	NA	NA	518.594	508	530	NA	NA	NA	792.743	777	810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	404.619	398	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.468	130	139	265.819	261	269	NA	NA	NA	289.652	281	296	NA	NA	NA	NA	NA	NA	426.261	417	433	NA	NA	NA	NA	NA	NA
10200	NA	NA	NA	NA	NA	NA	NA	NA	NA	519.886	508	533	NA	NA	NA	794.372	779	812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	405.407	398	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.784	131	139	266.622	263	270	NA	NA	NA	290.38	283	296	NA	NA	NA	NA	NA	NA	427.094	420	433	NA	NA	NA	NA	NA	NA
10300	NA	NA	NA	NA	NA	NA	NA	NA	NA	521.277	509	535	NA	NA	NA	796.262	780	813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406.237	399	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	134.954	131	139	267.186	264	270	NA	NA	NA	290.871	283	297	NA	NA	NA	NA	NA	NA	427.998	421	434	NA	NA	NA	NA	NA	NA
10400	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.752	512	536	NA	NA	NA	798.085	781	816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	407.042	399	414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.148	131	139	267.722	265	270	NA	NA	NA	291.454	284	297	NA	NA	NA	NA	NA	NA	428.806	422	434	NA	NA	NA	NA	NA	NA
10500	NA	NA	NA	NA	NA	NA	NA	NA	NA	523.875	513	538	NA	NA	NA	799.746	782	817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	408.302	401	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.439	131	139	268.256	265	271	NA	NA	NA	292.109	286	299	NA	NA	NA	NA	NA	NA	429.972	422	435	NA	NA	NA	NA	NA	NA
10600	NA	NA	NA	NA	NA	NA	NA	NA	NA	524.833	514	538	NA	NA	NA	801.563	782	818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409.369	401	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.612	131	139	268.743	265	271	NA	NA	NA	292.833	287	300	NA	NA	NA	NA	NA	NA	430.755	422	436	NA	NA	NA	NA	NA	NA
10700	NA	NA	NA	NA	NA	NA	NA	NA	NA	526.004	514	538	NA	NA	NA	803.124	785	819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	410.151	402	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135.879	131	140	269.281	266	271	NA	NA	NA	293.353	288	300	NA	NA	NA	NA	NA	NA	431.634	423	437	NA	NA	NA	NA	NA	NA
10800	NA	NA	NA	NA	NA	NA	NA	NA	NA	526.961	515	539	NA	NA	NA	804.735	785	820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	411.062	404	416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.146	131	140	269.699	267	271	NA	NA	NA	293.886	288	301	NA	NA	NA	NA	NA	NA	432.413	424	437	NA	NA	NA	NA	NA	NA
10900	NA	NA	NA	NA	NA	NA	NA	NA	NA	528.063	516	541	NA	NA	NA	806.419	788	822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	411.939	404	417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.295	132	140	270.311	268	271	NA	NA	NA	294.355	288	301	NA	NA	NA	NA	NA	NA	433.125	425	438	NA	NA	NA	NA	NA	NA
