OTU	Size	Taxonomy
Otu0161	179	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu0162	175	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(84);Planococcaceae_unclassified(78);
Otu0163	174	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0164	174	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0165	172	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0166	166	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0167	166	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);
Otu0168	165	"Bacteria(100);""Verrucomicrobia""(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiales_unclassified(100);Verrucomicrobiales_unclassified(100);"
Otu0169	164	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Oceanospirillales(100);Oceanospirillaceae(100);Oceanospirillaceae_unclassified(100);"
Otu0170	164	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0171	164	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_order_incertae_sedis(100);Gammaproteobacteria_family_incertae_sedis(100);Spongiibacter(100);"
Otu0172	162	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Alteromonadales(100);Alteromonadaceae(100);Marinobacterium(100);"
Otu0173	161	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0174	160	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0175	159	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Oceanospirillales(100);Oceanospirillales_unclassified(99);Oceanospirillales_unclassified(99);"
Otu0176	159	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillales_unclassified(100);Rhodospirillales_unclassified(100);"
Otu0177	159	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0178	155	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0179	153	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0180	153	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0181	151	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);"
Otu0182	148	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Sandarakinotalea(100);"
Otu0183	148	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0184	148	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Oceanospirillales(100);Oceanospirillales_unclassified(100);Oceanospirillales_unclassified(100);"
Otu0185	148	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(100);"
Otu0186	147	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu0187	145	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);Cryomorphaceae_unclassified(100);"
Otu0188	145	"Bacteria(100);""Verrucomicrobia""(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(90);Verrucomicrobiaceae_unclassified(90);"
Otu0189	145	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_order_incertae_sedis(100);Gammaproteobacteria_family_incertae_sedis(100);Marinicella(100);"
Otu0190	141	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0191	141	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0192	141	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0193	141	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Kordiimonadales(100);""Kordiimonadaceae""(100);Kordiimonas(100);"
Otu0194	140	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0195	139	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Muricauda(100);"
Otu0196	139	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Aquimarina(100);"
Otu0197	138	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Oceanospirillales(100);Oceanospirillales_unclassified(100);Oceanospirillales_unclassified(100);"
Otu0198	138	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0199	136	"Bacteria(100);""Lentisphaerae""(100);""Lentisphaeria""(100);Lentisphaerales(100);""Lentisphaeraceae""(100);Lentisphaera(100);"
Otu0200	136	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Thalassobius(99);"
Otu0201	135	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0202	133	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Rhodopirellula(100);"
Otu0203	133	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Tenacibaculum(100);"
Otu0204	133	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria_Chloroplast_unclassified(100);Cyanobacteria_Chloroplast_unclassified(100);Cyanobacteria_Chloroplast_unclassified(100);Cyanobacteria_Chloroplast_unclassified(100);
Otu0205	132	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0206	131	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Actinomycetales_unclassified(100);Actinomycetales_unclassified(100);"
Otu0207	131	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Roseibium(55);"
Otu0208	131	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu0209	130	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0210	128	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0211	127	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Flammeovirgaceae""(100);Reichenbachiella(100);"
Otu0212	127	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Flammeovirgaceae""(100);Fulvivirga(60);"
Otu0213	127	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Bdellovibrionales(100);Bacteriovoracaceae(100);Bacteriovorax(89);"
Otu0214	126	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0215	126	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sphingomonadales(100);Erythrobacteraceae(100);Erythrobacteraceae_unclassified(100);"
Otu0216	125	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Cyanobacteria_order_incertae_sedis_unclassified(100);Cyanobacteria_order_incertae_sedis_unclassified(100);
Otu0217	125	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0218	124	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sneathiellales(100);Sneathiellaceae(100);Sneathiella(100);"
Otu0219	124	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Planctomycetaceae_unclassified(100);"
Otu0220	121	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu0221	121	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Alteromonadales(100);Alteromonadaceae(100);Alishewanella(100);"
Otu0222	121	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0223	120	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0224	119	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0225	119	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Alteromonadales(100);Alteromonadales_unclassified(100);Alteromonadales_unclassified(100);"
Otu0226	118	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0227	118	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu0228	118	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0229	118	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0230	117	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0231	116	"Bacteria(100);""Planctomycetes""(100);""Planctomycetacia""(100);Planctomycetales(100);Planctomycetaceae(100);Rhodopirellula(100);"
Otu0232	115	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0233	115	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(100);"
Otu0234	115	"Bacteria(100);""Proteobacteria""(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Delftia(94);"
Otu0235	115	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0236	115	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0237	114	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);Crocinitomix(100);"
Otu0238	114	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0239	113	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0240	112	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);
Otu0241	112	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);"
Otu0242	112	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Alteromonadales(100);Alteromonadaceae(100);Alteromonadaceae_unclassified(100);"
Otu0243	112	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0244	111	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0245	109	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0246	107	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);""Vibrionales""(100);Vibrionaceae(100);Vibrionaceae_unclassified(100);"
Otu0247	107	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Mycobacteriaceae(100);Mycobacterium(100);"
Otu0248	106	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sphingomonadales(100);Erythrobacteraceae(100);Erythrobacter(94);"
Otu0249	106	"Bacteria(100);""Bacteroidetes""(100);""Sphingobacteria""(100);""Sphingobacteriales""(100);""Flammeovirgaceae""(100);Marinoscillum(100);"
Otu0250	105	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0251	104	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0252	104	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);Crocinitomix(100);"
Otu0253	103	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0254	103	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0255	102	"Bacteria(100);""Actinobacteria""(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"
Otu0256	102	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Oceanospirillales(100);Oceanospirillales_unclassified(100);Oceanospirillales_unclassified(100);"
Otu0257	102	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacteraceae_unclassified(100);"
Otu0258	101	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Alteromonadales(100);Pseudoalteromonadaceae(100);Algicola(100);"
Otu0259	101	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_II(100);GpIIa(100);
Otu0260	101	Bacteria(100);Cyanobacteria_Chloroplast(100);Cyanobacteria(100);Cyanobacteria_order_incertae_sedis(100);Family_VIII(99);GpVIII(99);
Otu0261	100	"Bacteria(100);""Proteobacteria""(100);Deltaproteobacteria(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);Deltaproteobacteria_unclassified(100);"
Otu0262	99	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadales_unclassified(100);Sphingomonadales_unclassified(100);"
Otu0263	98	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Cryomorphaceae(100);Crocinitomix(100);"
Otu0264	97	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Roseovarius(100);"
Otu0265	96	"Bacteria(100);""Bacteroidetes""(100);Flavobacteria(100);""Flavobacteriales""(100);Flavobacteriaceae(100);Flavobacteriaceae_unclassified(73);"
Otu0266	96	"Bacteria(100);""Bacteroidetes""(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);""Bacteroidetes""_unclassified(100);"
Otu0267	96	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0268	95	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0269	94	"Bacteria(100);""Proteobacteria""(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);Gammaproteobacteria_unclassified(100);"
Otu0270	94	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);Hyphomicrobiaceae(100);Maritalea(100);"
Otu0271	93	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0272	93	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0273	90	"Bacteria(100);""Proteobacteria""(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);""Proteobacteria""_unclassified(100);"
Otu0274	90	"Bacteria(100);""Proteobacteria""(100);Alphaproteobacteria(100);Rhizobiales(100);Rhizobiales_unclassified(100);Rhizobiales_unclassified(100);"
