"","Genus","Species"
"Otu2437",NA,NA
"Otu2441",NA,NA
"Otu2442",NA,NA
"Otu2443",NA,NA
"Otu2447",NA,NA
"Otu2450",NA,NA
"Otu2451",NA,NA
"Otu2453",NA,NA
"Otu2454",NA,NA
"Otu2458",NA,NA
"Otu2461",NA,NA
"Otu2463",NA,NA
"Otu2465",NA,NA
"Otu2468",NA,NA
"Otu2469",NA,NA
"Otu2471",NA,NA
"Otu2475",NA,NA
"Otu2476",NA,NA
"Otu2478",NA,NA
"Otu2480",NA,NA
"Otu2482",NA,NA
"Otu2487",NA,NA
"Otu2489",NA,NA
"Otu2490",NA,NA
"Otu2496",NA,NA
"Otu2497",NA,NA
"Otu2498",NA,NA
"Otu2499",NA,NA
"Otu2500",NA,NA
"Otu2503",NA,NA
"Otu2506",NA,NA
"Otu2507",NA,NA
"Otu2510",NA,NA
"Otu2513",NA,NA
"Otu2514",NA,NA
"Otu2515",NA,NA
"Otu2520",NA,NA
"Otu2521",NA,NA
"Otu2522",NA,NA
"Otu2523",NA,NA
"Otu2524",NA,NA
"Otu2525",NA,NA
"Otu2527",NA,NA
"Otu2535",NA,NA
"Otu2537",NA,NA
"Otu2538",NA,NA
"Otu2540",NA,NA
"Otu2541",NA,NA
"Otu2542",NA,NA
"Otu2543",NA,NA
"Otu2544",NA,NA
"Otu2546",NA,NA
"Otu2548",NA,NA
"Otu2555",NA,NA
"Otu2556",NA,NA
"Otu2557",NA,NA
"Otu2560",NA,NA
"Otu2561",NA,NA
"Otu2563",NA,NA
"Otu2565",NA,NA
"Otu2566",NA,NA
"Otu2567",NA,NA
"Otu2568",NA,NA
"Otu2569",NA,NA
"Otu2573",NA,NA
"Otu2574",NA,NA
"Otu2576",NA,NA
"Otu2581",NA,NA
"Otu2583",NA,NA
"Otu2584",NA,NA
"Otu2587",NA,NA
"Otu2590",NA,NA
"Otu2591",NA,NA
"Otu2592",NA,NA
"Otu2595",NA,NA
"Otu2596",NA,NA
"Otu2600",NA,NA
"Otu2615",NA,NA
"Otu2620",NA,NA
"Otu2621",NA,NA
"Otu2622",NA,NA
"Otu2624",NA,NA
"Otu2626",NA,NA
"Otu2630",NA,NA
"Otu2631",NA,NA
"Otu2636",NA,NA
"Otu2639",NA,NA
"Otu2640",NA,NA
"Otu2642",NA,NA
"Otu2643",NA,NA
"Otu2644",NA,NA
"Otu2645",NA,NA
"Otu2646",NA,NA
"Otu2647",NA,NA
"Otu2649",NA,NA
"Otu2650",NA,NA
"Otu2651",NA,NA
"Otu2653",NA,NA
"Otu2655",NA,NA
"Otu2656",NA,NA
"Otu2657",NA,NA
"Otu2658",NA,NA
"Otu2660",NA,NA
"Otu2661",NA,NA
"Otu2666",NA,NA
"Otu2677",NA,NA
"Otu2680",NA,NA
"Otu2685",NA,NA
"Otu2688",NA,NA
"Otu2689",NA,NA
"Otu2691",NA,NA
"Otu2692",NA,NA
"Otu2693",NA,NA
"Otu2695",NA,NA
"Otu2697",NA,NA
"Otu2698",NA,NA
"Otu2702",NA,NA
"Otu2703",NA,NA
"Otu2704",NA,NA
"Otu2705",NA,NA
"Otu2706",NA,NA
"Otu2707",NA,NA
"Otu2708",NA,NA
"Otu2714",NA,NA
"Otu2716",NA,NA
"Otu2721",NA,NA
"Otu2722",NA,NA
"Otu2723",NA,NA
"Otu2724",NA,NA
"Otu2727",NA,NA
"Otu2731",NA,NA
"Otu2733",NA,NA
"Otu2749",NA,NA
"Otu2750",NA,NA
"Otu2754",NA,NA
"Otu2756",NA,NA
"Otu2761",NA,NA
"Otu2762",NA,NA
"Otu2763",NA,NA
"Otu2764",NA,NA
"Otu2767",NA,NA
"Otu2768",NA,NA
"Otu2771",NA,NA
"Otu2772",NA,NA
"Otu2773",NA,NA
"Otu2774",NA,NA
"Otu2777",NA,NA
"Otu2779",NA,NA
"Otu2782",NA,NA
"Otu2783",NA,NA
"Otu2784",NA,NA
"Otu2788",NA,NA
"Otu2789",NA,NA
"Otu2792",NA,NA
"Otu2793",NA,NA
"Otu2794",NA,NA
"Otu2805",NA,NA
"Otu2807",NA,NA
"Otu2810",NA,NA
"Otu2811",NA,NA
"Otu2812",NA,NA
"Otu2815",NA,NA
"Otu2816",NA,NA
"Otu2817",NA,NA
"Otu2818",NA,NA
"Otu2819",NA,NA
"Otu2821",NA,NA
"Otu2822",NA,NA
"Otu2824",NA,NA
"Otu2825",NA,NA
"Otu2826",NA,NA
"Otu2828",NA,NA
"Otu2829",NA,NA
"Otu2830",NA,NA
"Otu2836",NA,NA
"Otu2838",NA,NA
"Otu2839",NA,NA
"Otu2848",NA,NA
"Otu2851",NA,NA
"Otu2852",NA,NA
"Otu2853",NA,NA
"Otu2861",NA,NA
"Otu2862",NA,NA
"Otu2863",NA,NA
"Otu2864",NA,NA
"Otu2865",NA,NA
"Otu2866",NA,NA
"Otu2868",NA,NA
"Otu2871",NA,NA
"Otu2872",NA,NA
"Otu2877",NA,NA
"Otu2879",NA,NA
"Otu2880",NA,NA
"Otu2881",NA,NA
"Otu2883",NA,NA
"Otu2885",NA,NA
"Otu2888",NA,NA
"Otu2889",NA,NA
"Otu2895",NA,NA
"Otu2898",NA,NA
"Otu2901",NA,NA
"Otu2904",NA,NA
"Otu2905",NA,NA
"Otu2907",NA,NA
"Otu2910",NA,NA
"Otu2917",NA,NA
"Otu2918",NA,NA
"Otu2922",NA,NA
"Otu2923",NA,NA
"Otu2924",NA,NA
"Otu2926",NA,NA
"Otu2927",NA,NA
"Otu2929",NA,NA
"Otu2933",NA,NA
"Otu2934",NA,NA
"Otu2938",NA,NA
"Otu2939",NA,NA
"Otu2940",NA,NA
"Otu2941",NA,NA
"Otu2943",NA,NA
"Otu2947",NA,NA
"Otu2948",NA,NA
"Otu2950",NA,NA
"Otu2951",NA,NA
"Otu2952",NA,NA
"Otu2953",NA,NA
"Otu2955",NA,NA
"Otu2956",NA,NA
"Otu2957",NA,NA
"Otu2958",NA,NA
"Otu2960",NA,NA
"Otu2963",NA,NA
"Otu2965",NA,NA
"Otu2969",NA,NA
"Otu2970",NA,NA
"Otu2972",NA,NA
"Otu2976",NA,NA
"Otu2979",NA,NA
"Otu2980",NA,NA
"Otu2984",NA,NA
"Otu2985",NA,NA
"Otu2986",NA,NA
"Otu2988",NA,NA
"Otu2992",NA,NA
"Otu2994",NA,NA
"Otu2999",NA,NA
"Otu3001",NA,NA
"Otu3002",NA,NA
"Otu3006",NA,NA
"Otu3007",NA,NA
"Otu3009",NA,NA
"Otu3010",NA,NA
"Otu3013",NA,NA
"Otu3015",NA,NA
"Otu3016",NA,NA
"Otu3018",NA,NA
"Otu3025",NA,NA
"Otu3026",NA,NA
"Otu3028",NA,NA
"Otu3033",NA,NA
"Otu3034",NA,NA
"Otu3038",NA,NA
"Otu3042",NA,NA
"Otu3044",NA,NA
"Otu3045",NA,NA
"Otu3046",NA,NA
"Otu3048",NA,NA
"Otu3051",NA,NA
"Otu3053",NA,NA
"Otu3055",NA,NA
"Otu3057",NA,NA
"Otu3059",NA,NA
"Otu3061",NA,NA
"Otu3062",NA,NA
"Otu3063",NA,NA
"Otu3069",NA,NA
"Otu3071",NA,NA
"Otu3072",NA,NA
"Otu3073",NA,NA
"Otu3074",NA,NA
"Otu3076",NA,NA
"Otu3077",NA,NA
"Otu3079",NA,NA
"Otu3088",NA,NA
"Otu3089",NA,NA
"Otu3090",NA,NA
"Otu3091",NA,NA
"Otu3098",NA,NA
"Otu3100",NA,NA
"Otu3103",NA,NA
"Otu3104",NA,NA
"Otu3106",NA,NA
"Otu3109",NA,NA
"Otu3111",NA,NA
"Otu3112",NA,NA
"Otu3114",NA,NA
"Otu3115",NA,NA
"Otu3122",NA,NA
"Otu3126",NA,NA
"Otu3128",NA,NA
"Otu3131",NA,NA
"Otu3132",NA,NA
"Otu3133",NA,NA
"Otu3135",NA,NA
"Otu3136",NA,NA
"Otu3137",NA,NA
"Otu3138",NA,NA
"Otu3139",NA,NA
"Otu3140",NA,NA
"Otu3141",NA,NA
"Otu3142",NA,NA
"Otu3144",NA,NA
"Otu3150",NA,NA
"Otu3151",NA,NA
"Otu3154",NA,NA
"Otu3156",NA,NA
"Otu3159",NA,NA
"Otu3160",NA,NA
"Otu3161",NA,NA
"Otu3162",NA,NA
"Otu3163",NA,NA
"Otu3170",NA,NA
"Otu3174",NA,NA
"Otu3176",NA,NA
"Otu3179",NA,NA
"Otu3187",NA,NA
"Otu3188",NA,NA
"Otu3189",NA,NA
"Otu3191",NA,NA
"Otu3192",NA,NA
"Otu3195",NA,NA
"Otu3199",NA,NA
"Otu3203",NA,NA
"Otu3205",NA,NA
"Otu3206",NA,NA
"Otu3207",NA,NA
"Otu3208",NA,NA
"Otu3210",NA,NA
"Otu3212",NA,NA
"Otu3221",NA,NA
"Otu3222",NA,NA
"Otu3223",NA,NA
"Otu3224",NA,NA
"Otu3225",NA,NA
"Otu3226",NA,NA
"Otu3233",NA,NA
"Otu3234",NA,NA
"Otu3235",NA,NA
"Otu3236",NA,NA
"Otu3237",NA,NA
"Otu3242",NA,NA
"Otu3243",NA,NA
"Otu3245",NA,NA
"Otu3246",NA,NA
"Otu3247",NA,NA
"Otu3248",NA,NA
"Otu3251",NA,NA
"Otu3255",NA,NA
"Otu3260",NA,NA
"Otu3261",NA,NA
"Otu3263",NA,NA
"Otu3265",NA,NA
"Otu3274",NA,NA
"Otu3278",NA,NA
"Otu3279",NA,NA
"Otu3280",NA,NA
"Otu3282",NA,NA
"Otu3285",NA,NA
"Otu3289",NA,NA
"Otu3294",NA,NA
"Otu3295",NA,NA
"Otu3296",NA,NA
"Otu3297",NA,NA
"Otu3299",NA,NA
"Otu3300",NA,NA
"Otu3301",NA,NA
"Otu3303",NA,NA
"Otu3309",NA,NA
"Otu3310",NA,NA
"Otu3312",NA,NA
"Otu3313",NA,NA
"Otu3321",NA,NA
"Otu3323",NA,NA
"Otu3324",NA,NA
"Otu3332",NA,NA
"Otu3334",NA,NA
"Otu3336",NA,NA
"Otu3337",NA,NA
"Otu3338",NA,NA
"Otu3340",NA,NA
"Otu3344",NA,NA
"Otu3345",NA,NA
"Otu3349",NA,NA
"Otu3359",NA,NA
"Otu3361",NA,NA
"Otu3363",NA,NA
"Otu3387",NA,NA
"Otu3389",NA,NA
"Otu3391",NA,NA
"Otu3392",NA,NA
"Otu3394",NA,NA
"Otu3396",NA,NA
"Otu3397",NA,NA
"Otu3398","Muricauda","aquimarina"
"Otu3399",NA,NA
"Otu3400",NA,NA
"Otu3402",NA,NA
"Otu3403",NA,NA
"Otu3405",NA,NA
"Otu3407",NA,NA
"Otu3412",NA,NA
"Otu3413",NA,NA
"Otu3415",NA,NA
"Otu3416",NA,NA
"Otu3418",NA,NA
"Otu3419",NA,NA
"Otu3420",NA,NA
"Otu3421",NA,NA
"Otu3423",NA,NA
"Otu3424",NA,NA
"Otu3427",NA,NA
"Otu3428",NA,NA
"Otu3429",NA,NA
"Otu3432",NA,NA
"Otu3433",NA,NA
"Otu3440",NA,NA
"Otu3441",NA,NA
"Otu3442",NA,NA
"Otu3443",NA,NA
"Otu3444",NA,NA
"Otu3446",NA,NA
"Otu3459",NA,NA
"Otu3460",NA,NA
"Otu3476",NA,NA
"Otu3478",NA,NA
"Otu3479",NA,NA
"Otu3480",NA,NA
"Otu3482",NA,NA
"Otu3486",NA,NA
"Otu3489",NA,NA
"Otu3491",NA,NA
"Otu3492",NA,NA
"Otu3494",NA,NA
"Otu3495",NA,NA
"Otu3497",NA,NA
"Otu3501",NA,NA
"Otu3502",NA,NA
"Otu3503",NA,NA
"Otu3504",NA,NA
"Otu3506",NA,NA
"Otu3507",NA,NA
"Otu3509",NA,NA
"Otu3510",NA,NA
"Otu3511",NA,NA
"Otu3512",NA,NA
"Otu3513",NA,NA
"Otu3515",NA,NA
"Otu3520",NA,NA
"Otu3523",NA,NA
"Otu3533",NA,NA
"Otu3534",NA,NA
"Otu3536",NA,NA
"Otu3537",NA,NA
"Otu3540",NA,NA
"Otu3546",NA,NA
"Otu3552",NA,NA
"Otu3576",NA,NA
"Otu3577",NA,NA
"Otu3580",NA,NA
"Otu3581",NA,NA
"Otu3589",NA,NA
"Otu3591",NA,NA
"Otu3593",NA,NA
"Otu3601",NA,NA
"Otu3610",NA,NA
"Otu3611",NA,NA
"Otu3612",NA,NA
"Otu3613",NA,NA
"Otu3614",NA,NA
"Otu3618",NA,NA
"Otu3620",NA,NA
"Otu3621",NA,NA
"Otu3623",NA,NA
"Otu3624",NA,NA
"Otu3626",NA,NA
"Otu3629",NA,NA
"Otu3630",NA,NA
"Otu3631",NA,NA
"Otu3632",NA,NA
"Otu3634",NA,NA
"Otu3635",NA,NA
"Otu3636",NA,NA
"Otu3637",NA,NA
"Otu3638",NA,NA
"Otu3640",NA,NA
"Otu3641",NA,NA
"Otu3642",NA,NA
"Otu3645",NA,NA
"Otu3646",NA,NA
"Otu3647",NA,NA
"Otu3648",NA,NA
"Otu3649",NA,NA
"Otu3651",NA,NA
"Otu3652",NA,NA
"Otu3654",NA,NA
"Otu3661",NA,NA
"Otu3662",NA,NA
"Otu3663",NA,NA
"Otu3664",NA,NA
"Otu3665",NA,NA
"Otu3666",NA,NA
"Otu3668",NA,NA
"Otu3671",NA,NA
"Otu3672",NA,NA
"Otu3673",NA,NA
"Otu3675",NA,NA
"Otu3676",NA,NA
"Otu3678",NA,NA
"Otu3687",NA,NA
"Otu3689",NA,NA
"Otu3693",NA,NA
"Otu3719",NA,NA
"Otu3725",NA,NA
"Otu3729",NA,NA
"Otu3734",NA,NA
"Otu3745",NA,NA
"Otu3747",NA,NA
"Otu3757",NA,NA
"Otu3758",NA,NA
"Otu3759",NA,NA
"Otu3760",NA,NA
"Otu3768",NA,NA
"Otu3772",NA,NA
"Otu3773",NA,NA
"Otu3774",NA,NA
"Otu3779",NA,NA
"Otu3789",NA,NA
"Otu3792",NA,NA
"Otu3793",NA,NA
"Otu3794",NA,NA
"Otu3799",NA,NA
"Otu3801",NA,NA
"Otu3803",NA,NA
"Otu3808",NA,NA
"Otu3809",NA,NA
"Otu3811",NA,NA
"Otu3813",NA,NA
"Otu3814",NA,NA
"Otu3817",NA,NA
"Otu3824",NA,NA
"Otu3828",NA,NA
"Otu3842",NA,NA
"Otu3845",NA,NA
"Otu3847",NA,NA
"Otu3848",NA,NA
"Otu3849",NA,NA
"Otu3852",NA,NA
"Otu3858",NA,NA
"Otu3859",NA,NA
"Otu3878",NA,NA
"Otu3880",NA,NA
"Otu3881",NA,NA
"Otu3884",NA,NA
"Otu3885",NA,NA
"Otu3886",NA,NA
"Otu3888",NA,NA
"Otu3889",NA,NA
"Otu3890",NA,NA
"Otu3895",NA,NA
"Otu3896",NA,NA
"Otu3905",NA,NA
"Otu3916",NA,NA
"Otu3918",NA,NA
"Otu3919",NA,NA
"Otu3921",NA,NA
"Otu3926",NA,NA
"Otu3930",NA,NA
"Otu3931",NA,NA
"Otu3936",NA,NA
"Otu3942",NA,NA
"Otu3943",NA,NA
"Otu3944",NA,NA
"Otu3945",NA,NA
"Otu3947",NA,NA
"Otu3949",NA,NA
"Otu3950",NA,NA
"Otu3952",NA,NA
"Otu3953",NA,NA
"Otu3954",NA,NA
"Otu3959",NA,NA
"Otu3960",NA,NA
"Otu3972",NA,NA
"Otu3973",NA,NA
"Otu3977",NA,NA
"Otu4011",NA,NA
"Otu4029",NA,NA
"Otu4059",NA,NA
"Otu4062",NA,NA
"Otu4063","Peptoniphilus","asaccharolyticus/grossensis/harei"
"Otu4084",NA,NA
"Otu4086",NA,NA
"Otu4100",NA,NA
"Otu4101",NA,NA
"Otu4102",NA,NA
"Otu4104",NA,NA
"Otu4108",NA,NA
"Otu4109",NA,NA
"Otu4111",NA,NA
"Otu4116",NA,NA
"Otu4117",NA,NA
"Otu4122",NA,NA
"Otu4123",NA,NA
"Otu4136",NA,NA
"Otu4139",NA,NA
"Otu4140",NA,NA
"Otu4141",NA,NA
"Otu4145",NA,NA
"Otu4146",NA,NA
"Otu4147",NA,NA
"Otu4148",NA,NA
"Otu4153",NA,NA
"Otu4172",NA,NA
"Otu4180",NA,NA
"Otu4184",NA,NA
"Otu4186",NA,NA
"Otu4190",NA,NA
"Otu4192",NA,NA
"Otu4200",NA,NA
"Otu4220",NA,NA
"Otu4228",NA,NA
"Otu4230",NA,NA
"Otu4234",NA,NA
"Otu4236",NA,NA
"Otu4237",NA,NA
"Otu4241",NA,NA
"Otu4243",NA,NA
"Otu4244",NA,NA
"Otu4248",NA,NA
"Otu4251",NA,NA
"Otu4279",NA,NA
"Otu4282",NA,NA
"Otu4309",NA,NA
"Otu4367",NA,NA
"Otu4370",NA,NA
"Otu4371",NA,NA
"Otu4378",NA,NA
"Otu4381",NA,NA
"Otu4385",NA,NA
"Otu4386",NA,NA
"Otu4389",NA,NA
"Otu4393",NA,NA
"Otu4408",NA,NA
"Otu4419",NA,NA
"Otu4431",NA,NA
"Otu4441",NA,NA
"Otu4466",NA,NA
