"","Gene","module"
"g51638","g51638",2
"g51639","g51639",1
"g58758","g58758",0
"g34437","g34437",2
"g58751","g58751",3
"g51185","g51185",1
"g51186","g51186",2
"g51187","g51187",2
"g51180","g51180",4
"g51181","g51181",3
"g51182","g51182",3
"g51183","g51183",0
"g15572","g15572",0
"g13705","g13705",0
"g13707","g13707",5
"g56729","g56729",2
"adi2mcaRNA11640_R1","adi2mcaRNA11640_R1",1
"adi2mcaRNA11640_R0","adi2mcaRNA11640_R0",1
"adi2mcaRNA14264_R0","adi2mcaRNA14264_R0",0
"g20904","g20904",0
"g24213","g24213",1
"g24216","g24216",1
"g26509","g26509",0
"g26503","g26503",1
"g26500","g26500",1
"g26507","g26507",1
"g2588","g2588",3
"g60885","g60885",2
"g60884","g60884",0
"g60886","g60886",2
"adi2mcaRNA21074_R1","adi2mcaRNA21074_R1",0
"g54461","g54461",1
"g36949","g36949",4
"adi2mcaRNA9470_R1","adi2mcaRNA9470_R1",4
"g53650","g53650",3
"g56091","g56091",1
"g16030","g16030",1
"g5178","g5178",1
"g5175","g5175",0
"g66215","g66215",1
"g53478","g53478",1
"g22391","g22391",2
"g10349","g10349",3
"g33952","g33952",2
"g53116","g53116",2
"g53111","g53111",2
"g53112","g53112",0
"g58752","g58752",0
"g63510","g63510",2
"g41351","g41351",1
"g25316","g25316",0
"g49168","g49168",1
"g39010","g39010",4
"g35575","g35575",0
"g39019","g39019",1
"g31329","g31329",2
"g53416","g53416",8
"adi2mcaRNA32084_R0","adi2mcaRNA32084_R0",1
"g35271","g35271",1
"g14874","g14874",0
"g14879","g14879",1
"g22833","g22833",1
"g37555","g37555",2
"g16588","g16588",0
"g22675","g22675",6
"g22676","g22676",1
"g16586","g16586",0
"g37559","g37559",0
"g15393","g15393",4
"adi2mcaRNA28576_R1","adi2mcaRNA28576_R1",2
"g58516","g58516",0
"adi2mcaRNA3572_R1","adi2mcaRNA3572_R1",0
"adi2mcaRNA3572_R2","adi2mcaRNA3572_R2",0
"g15580","g15580",0
"g15581","g15581",1
"g15582","g15582",1
"g55431","g55431",2
"g18350","g18350",2
"g60987","g60987",3
"g58010","g58010",1
"g58012","g58012",1
"g66821","g66821",4
"g66822","g66822",0
"g66825","g66825",0
"g66824","g66824",1
"g66826","g66826",6
"g23101","g23101",1
"g23102","g23102",1
"g41476","g41476",0
"g41478","g41478",3
"g49263","g49263",4
"g49264","g49264",0
"g49265","g49265",4
"g49267","g49267",1
"g49269","g49269",1
"adi2mcaRNA28781_R0","adi2mcaRNA28781_R0",0
"g31481","g31481",4
"g31487","g31487",0
"g31486","g31486",1
"g35909","g35909",0
"g35902","g35902",6
"g35904","g35904",2
"g19586","g19586",4
"g70445","g70445",1
"adi2mcaRNA3106_R0","adi2mcaRNA3106_R0",5
"g47149","g47149",2
"g47147","g47147",1
"g47145","g47145",2
"g47144","g47144",1
"g35332","g35332",0
"g25503","g25503",0
"g25502","g25502",0
"g25501","g25501",5
"g25505","g25505",1
"g25504","g25504",2
"g34627","g34627",9
"adi2mcaRNA11407_R0","adi2mcaRNA11407_R0",1
"g33191","g33191",4
"g10144","g10144",0
"adi2mcaRNA2898_R0","adi2mcaRNA2898_R0",0
"g26346","g26346",6
"g26347","g26347",4
"g34623","g34623",1
"g28035","g28035",0
"g29340","g29340",3
"g29348","g29348",0
"g69501","g69501",2
"adi2mcaRNA7759_R0","adi2mcaRNA7759_R0",0
"adi2mcaRNA23577_R0","adi2mcaRNA23577_R0",0
"g22993","g22993",0
"g22995","g22995",2
"g22994","g22994",1
"g22999","g22999",1
"g11232","g11232",1
"g11234","g11234",2
"g11238","g11238",2
"g11239","g11239",1
"g22335","g22335",2
"g56885","g56885",0
"g22336","g22336",0
"g22330","g22330",1
"g18086","g18086",4
"adi2mcaRNA18940_R1","adi2mcaRNA18940_R1",0
"adi2mcaRNA18940_R0","adi2mcaRNA18940_R0",0
"g10180","g10180",0
"g10187","g10187",0
"g10185","g10185",0
"g10184","g10184",2
"g10189","g10189",2
"g10188","g10188",2
"g2076","g2076",3
"adi2mcaRNA16930_R0","adi2mcaRNA16930_R0",0
"adi2mcaRNA20985_R0","adi2mcaRNA20985_R0",1
"g24271","g24271",1
"adi2mcaRNA32897_R0","adi2mcaRNA32897_R0",4
"g60401","g60401",0
"g17447","g17447",0
"g45321","g45321",4
"g45320","g45320",0
"adi2mcaRNA10800_R0","adi2mcaRNA10800_R0",0
"adi2mcaRNA10800_R1","adi2mcaRNA10800_R1",0
"g61754","g61754",1
"g61755","g61755",5
"g68180","g68180",0
"g68181","g68181",1
"g67187","g67187",0
"g67186","g67186",0
"adi2mcaRNA15384_R0","adi2mcaRNA15384_R0",0
"g20200","g20200",1
"g17323","g17323",1
"g17326","g17326",9
"g69583","g69583",1
"g69580","g69580",4
"g53517","g53517",5
"g54246","g54246",0
"g54247","g54247",0
"g54240","g54240",7
"g54242","g54242",0
"g54243","g54243",2
"g21151","g21151",1
"g3887","g3887",0
"adi2mcaRNA23333_R1","adi2mcaRNA23333_R1",0
"g48799","g48799",4
"g44020","g44020",0
"g53738","g53738",1
"g58548","g58548",8
"g58547","g58547",1
"g53737","g53737",2
"g53736","g53736",3
"g53730","g53730",0
"g44799","g44799",0
"g44798","g44798",0
"g44793","g44793",0
"g44791","g44791",0
"g21900","g21900",4
"g4141","g4141",6
"g4140","g4140",1
"g49467","g49467",3
"g49463","g49463",5
"g49460","g49460",1
"g45778","g45778",0
"g45775","g45775",1
"g45772","g45772",5
"g45770","g45770",0
"adi2mcaRNA23326_R0","adi2mcaRNA23326_R0",0
"g22484","g22484",1
"g54331","g54331",3
"g54332","g54332",3
"g46743","g46743",1
"g58351","g58351",1
"adi2mcaRNA11688_R9","adi2mcaRNA11688_R9",5
"g43322","g43322",1
"g43321","g43321",1
"g35292","g35292",0
"g35291","g35291",3
"g35294","g35294",1
"g35295","g35295",0
"g53099","g53099",1
"g44803","g44803",1
"g44802","g44802",1
"adi2mcaRNA3247_R0","adi2mcaRNA3247_R0",2
"g6737","g6737",2
"g6735","g6735",1
"adi2mcaRNA17305_R7","adi2mcaRNA17305_R7",1
"adi2mcaRNA19056_R0","adi2mcaRNA19056_R0",5
"g362","g362",5
"g363","g363",6
"g364","g364",0
"g367","g367",3
"adi2mcaRNA24690_R0","adi2mcaRNA24690_R0",0
"adi2mcaRNA11905_R0","adi2mcaRNA11905_R0",8
"g28237","g28237",1
"g28238","g28238",0
"g28239","g28239",0
"g29182","g29182",1
"g29180","g29180",0
"g29187","g29187",1
"g62261","g62261",1
"g62260","g62260",0
"g62267","g62267",0
"g32806","g32806",0
"g32805","g32805",0
"g32802","g32802",3
"g32800","g32800",4
"g64285","g64285",0
"g14939","g14939",1
"g16268","g16268",0
"adi2mcaRNA3284_R1","adi2mcaRNA3284_R1",1
"g23808","g23808",0
"g23809","g23809",0
"g23804","g23804",1
"g23807","g23807",0
"g23800","g23800",0
"g23801","g23801",0
"g25015","g25015",2
"g36276","g36276",4
"g40914","g40914",2
"g31726","g31726",1
"g31725","g31725",0
"g31723","g31723",0
"g31721","g31721",2
"g18145","g18145",1
"adi2mcaRNA10492_R0","adi2mcaRNA10492_R0",1
"adi2mcaRNA6321_R0","adi2mcaRNA6321_R0",1
"g8635","g8635",2
"g32381","g32381",0
"g67343","g67343",4
"g67346","g67346",0
"g67345","g67345",4
"adi2mcaRNA12432_R0","adi2mcaRNA12432_R0",1
"g46429","g46429",0
"g37835","g37835",6
"g46427","g46427",0
"g46424","g46424",2
"g55413","g55413",5
"g28917","g28917",3
"g28916","g28916",1
"g24069","g24069",5
"g28910","g28910",0
"g24062","g24062",2
"g24061","g24061",1
"g24060","g24060",1
"g24066","g24066",5
"g24065","g24065",0
"adi2mcaRNA31928_R0","adi2mcaRNA31928_R0",0
"adi2mcaRNA31928_R1","adi2mcaRNA31928_R1",0
"g22254","g22254",0
"g33242","g33242",0
"g33815","g33815",8
"g33812","g33812",8
"g33813","g33813",8
"g58530","g58530",0
"g29391","g29391",2
"g7981","g7981",1
"g64706","g64706",5
"g64705","g64705",1
"g64701","g64701",2
"g62705","g62705",0
"g62709","g62709",0
"g55074","g55074",1
"g55075","g55075",0
"g22817","g22817",7
"g27864","g27864",0
"g22818","g22818",0
"g42306","g42306",3
"adi2mcaRNA18655_R0","adi2mcaRNA18655_R0",1
"g9830","g9830",1
"g9832","g9832",2
"g24887","g24887",2
"g24883","g24883",0
"g24882","g24882",1
"g22259","g22259",0
"g11795","g11795",1
"g11794","g11794",2
"g11796","g11796",1
"g67660","g67660",1
"g67661","g67661",6
"g55383","g55383",0
"g58340","g58340",0
"g55385","g55385",1
"g39263","g39263",0
"g39267","g39267",5
"g39266","g39266",0
"g39265","g39265",2
"g55016","g55016",0
"g55018","g55018",0
"g58864","g58864",2
"g58863","g58863",0
"adi2mcaRNA29163_R0","adi2mcaRNA29163_R0",1
"g63949","g63949",8
"g61547","g61547",1
"g61545","g61545",1
"g61541","g61541",0
"g64518","g64518",2
"adi2mcaRNA24116_R1","adi2mcaRNA24116_R1",5
"g69042","g69042",1
"g69046","g69046",0
"g69044","g69044",2
"g69045","g69045",1
"g48618","g48618",2
"g48617","g48617",1
"g40470","g40470",0
"g57519","g57519",4
"g57518","g57518",0
"g13494","g13494",0
"g13496","g13496",0
"g16463","g16463",1
"g47167","g47167",1
"adi2mcaRNA8441_R1","adi2mcaRNA8441_R1",0
"adi2mcaRNA8441_R0","adi2mcaRNA8441_R0",0
"g7591","g7591",1
"g7590","g7590",2
"g7593","g7593",5
"adi2mcaRNA10754_R1","adi2mcaRNA10754_R1",4
"adi2mcaRNA13791_R1","adi2mcaRNA13791_R1",2
"g32283","g32283",2
"g7622","g7622",0
"g7621","g7621",0
"g41224","g41224",4
"g41220","g41220",1
"g49057","g49057",2
"g5668","g5668",0
"g32272","g32272",0
"g32278","g32278",1
"g33244","g33244",0
"g30204","g30204",5
"adi2mcaRNA10344_R0","adi2mcaRNA10344_R0",0
"g42283","g42283",0
"g42282","g42282",2
"g42281","g42281",0
"g42289","g42289",6
"g42288","g42288",1
"g45253","g45253",0
"g45254","g45254",0
"g50586","g50586",2
"g36820","g36820",1
"g36823","g36823",1
"g62268","g62268",0
"adi2mcaRNA7360_R0","adi2mcaRNA7360_R0",2
"adi2mcaRNA7360_R1","adi2mcaRNA7360_R1",2
"g43157","g43157",2
"g70153","g70153",0
"g70151","g70151",0
"g70157","g70157",1
"g49624","g49624",1
"g6503","g6503",2
"g31887","g31887",0
"g31886","g31886",2
"g31885","g31885",0
"g31883","g31883",1
"g31882","g31882",1
"g31880","g31880",0
"g31888","g31888",1
"g16487","g16487",0
"g16480","g16480",0
"g59677","g59677",2
"g45133","g45133",0
"g54035","g54035",1
"g16483","g16483",3
"g53826","g53826",0
"g62090","g62090",4
"g62091","g62091",7
"g62092","g62092",7
"g54038","g54038",1
"adi2mcaRNA36018_R0","adi2mcaRNA36018_R0",1
"g37066","g37066",3
"g37061","g37061",4
"g37060","g37060",1
"adi2mcaRNA8193_R1","adi2mcaRNA8193_R1",1
"g29442","g29442",4
"g29441","g29441",4
"adi2mcaRNA18710_R0","adi2mcaRNA18710_R0",7
"g29445","g29445",3
"g7902","g7902",0
"g30756","g30756",4
"g38563","g38563",5
"g37399","g37399",1
"adi2mcaRNA10725_R0","adi2mcaRNA10725_R0",0
"g14945","g14945",0
"g22740","g22740",0
"g22741","g22741",1
"g22743","g22743",4
"g22744","g22744",4
"g22745","g22745",4
"g22746","g22746",8
"g66731","g66731",0
"adi2mcaRNA23243_R1","adi2mcaRNA23243_R1",0
"adi2mcaRNA23243_R0","adi2mcaRNA23243_R0",2
"g67068","g67068",0
"g37936","g37936",0
"g37931","g37931",1
"g37938","g37938",1
"g33227","g33227",1
"g33226","g33226",8
"g57001","g57001",2
"g35144","g35144",1
"g43265","g43265",5
"g63274","g63274",0
"g61033","g61033",0
"g61031","g61031",1
"g59678","g59678",7
"g61038","g61038",1
"g48458","g48458",1
"g48452","g48452",2
"g9197","g9197",0
"g9198","g9198",0
"g21329","g21329",8
"g21327","g21327",8
"g20989","g20989",3
"g37216","g37216",1
"adi2mcaRNA3152_R1","adi2mcaRNA3152_R1",1
"g27640","g27640",1
"g21583","g21583",0
"g37211","g37211",6
"adi2mcaRNA25193_R0","adi2mcaRNA25193_R0",0
"g60806","g60806",1
"g60803","g60803",1
"g29854","g29854",2
"g26586","g26586",5
"g29850","g29850",0
"g29853","g29853",0
"g3109","g3109",0
"g25161","g25161",2
"g3104","g3104",3
"g4733","g4733",1
"g5463","g5463",1
"g5461","g5461",0
"adi2mcaRNA33643_R1","adi2mcaRNA33643_R1",1
"g46222","g46222",9
"g66634","g66634",2
"adi2mcaRNA18532_R1","adi2mcaRNA18532_R1",0
"adi2mcaRNA7545_R0","adi2mcaRNA7545_R0",1
"g9979","g9979",2
"g9978","g9978",2
"g61868","g61868",0
"g54978","g54978",1
"g54979","g54979",2
"g54976","g54976",1
"g54977","g54977",1
"g54974","g54974",3
"g54973","g54973",1
"g39540","g39540",0
"g53563","g53563",1
"adi2mcaRNA5128_R0","adi2mcaRNA5128_R0",0
"g41206","g41206",0
"g1611","g1611",3
"g1612","g1612",0
"g27228","g27228",4
"g41902","g41902",0
"g17611","g17611",1
"g49073","g49073",2
"g58272","g58272",1
"g6349","g6349",2
"g6346","g6346",1
"g52466","g52466",0
"g52465","g52465",1
"g52462","g52462",0
"g52463","g52463",0
"g52461","g52461",1
"g55200","g55200",5
"g732","g732",2
"g56759","g56759",1
"adi2mcaRNA10406_R0","adi2mcaRNA10406_R0",0
"g16052","g16052",2
"g16051","g16051",1
"g16055","g16055",1
"g8909","g8909",1
"g56755","g56755",0
"g45470","g45470",0
"g7121","g7121",1
"g49159","g49159",1
"g49151","g49151",1
"g37318","g37318",1
"adi2mcaRNA4856_R1","adi2mcaRNA4856_R1",0
"g32511","g32511",9
"adi2mcaRNA19002_R0","adi2mcaRNA19002_R0",0
"g44582","g44582",1
"g41380","g41380",4
"g41389","g41389",1
"g41388","g41388",0
"g44405","g44405",0
"g44404","g44404",2
"g44402","g44402",1
"g55789","g55789",6
"g43834","g43834",0
"g43833","g43833",1
"g43839","g43839",1
"g35982","g35982",3
"g35986","g35986",2
"g35985","g35985",3
"g35988","g35988",1
"g35989","g35989",1
"g64247","g64247",1
"g64241","g64241",7
"adi2mcaRNA26592_R0","adi2mcaRNA26592_R0",1
"g37312","g37312",4
"g35324","g35324",0
"g35323","g35323",6
"g35321","g35321",1
"g18266","g18266",0
"g30139","g30139",2
"g35329","g35329",1
"g36981","g36981",7
"g36980","g36980",2
"g1150","g1150",0
"g1157","g1157",0
"g1156","g1156",0
"g1154","g1154",1
"g46711","g46711",1
"g46712","g46712",0
"g37316","g37316",5
"g25184","g25184",5
"g62977","g62977",0
"g60421","g60421",1
"g70347","g70347",1
"g37214","g37214",3
"g38247","g38247",0
"g38244","g38244",0
"g37210","g37210",2
"g38240","g38240",0
"g37213","g37213",1
"g37219","g37219",2
"g38249","g38249",1
"g62353","g62353",2
"g62352","g62352",1
"g62351","g62351",0
"g62350","g62350",2
"adi2mcaRNA13466_R0","adi2mcaRNA13466_R0",3
"g61772","g61772",0
"g10109","g10109",0
"g10108","g10108",0
"g24966","g24966",0
"g24960","g24960",2
"adi2mcaRNA12557_R0","adi2mcaRNA12557_R0",1
"adi2mcaRNA1443_R0","adi2mcaRNA1443_R0",1
"g34784","g34784",0
"g66500","g66500",1
"g23461","g23461",1
"g67459","g67459",1
"adi2mcaRNA9101_R9","adi2mcaRNA9101_R9",0
"g67456","g67456",2
"g17450","g17450",1
"g17451","g17451",0
"g17454","g17454",1
"g7993","g7993",4
"g53510","g53510",7
"adi2mcaRNA21035_R0","adi2mcaRNA21035_R0",1
"adi2mcaRNA21035_R1","adi2mcaRNA21035_R1",1
"adi2mcaRNA21035_R2","adi2mcaRNA21035_R2",1
"adi2mcaRNA2507_R0","adi2mcaRNA2507_R0",0
"g61983","g61983",1
"g25188","g25188",0
"g61980","g61980",6
"g60229","g60229",1
"g60228","g60228",1
"g57786","g57786",4
"g57780","g57780",4
"g25703","g25703",7
"g46076","g46076",3
"g64900","g64900",9
"g32468","g32468",0
"g32469","g32469",0
"adi2mcaRNA36783_R0","adi2mcaRNA36783_R0",1
"g480","g480",2
"g45236","g45236",0
"g40355","g40355",1
"g30144","g30144",2
"g40354","g40354",0
"g30095","g30095",0
"g16357","g16357",1
"g3806","g3806",0
"g3805","g3805",1
"g32467","g32467",2
"g30091","g30091",10
"g8787","g8787",0
"g61951","g61951",2
"g30099","g30099",0
"adi2mcaRNA28878_R0","adi2mcaRNA28878_R0",0
"g9782","g9782",0
"g24157","g24157",3
"g7328","g7328",3
"g7329","g7329",0
"g2992","g2992",2
"g4677","g4677",0
"g4671","g4671",2
"g4670","g4670",0
"g67656","g67656",0
"g26429","g26429",0
"g26428","g26428",2
"g2996","g2996",2
"g26425","g26425",2
"g26427","g26427",1
"g2995","g2995",1
"g7499","g7499",0
"adi2mcaRNA2699_R0","adi2mcaRNA2699_R0",1
"adi2mcaRNA5991_R0","adi2mcaRNA5991_R0",2
"adi2mcaRNA14033_R0","adi2mcaRNA14033_R0",5
"adi2mcaRNA9786_R0","adi2mcaRNA9786_R0",3
"adi2mcaRNA9786_R1","adi2mcaRNA9786_R1",3
"adi2mcaRNA14033_R1","adi2mcaRNA14033_R1",7
"g42490","g42490",0
"adi2mcaRNA26902_R2","adi2mcaRNA26902_R2",0
"g14160","g14160",0
"g14163","g14163",2
"g26272","g26272",3
"g13155","g13155",4
"g5230","g5230",1
"g5231","g5231",0
"g5234","g5234",2
"g27151","g27151",0
"g67116","g67116",0
"g16355","g16355",1
"g39979","g39979",0
"g39975","g39975",1
"g26278","g26278",2
"g19121","g19121",0
"g63255","g63255",1
"g63256","g63256",1
"g63253","g63253",1
"g63252","g63252",1
"g61041","g61041",0
"g31710","g31710",6
"g63258","g63258",4
"g2955","g2955",1
"g67112","g67112",2
"adi2mcaRNA25020_R0","adi2mcaRNA25020_R0",6
"g34836","g34836",1
"g34839","g34839",2
"g34838","g34838",1
"adi2mcaRNA35545_R0","adi2mcaRNA35545_R0",2
"g67110","g67110",3
"g25275","g25275",0
"g44888","g44888",3
"g53906","g53906",2
"g53907","g53907",1
"g53900","g53900",4
"g53901","g53901",4
"g4643","g4643",1
"g53908","g53908",1
"g7864","g7864",1
"g52056","g52056",0
"g52059","g52059",2
"g52058","g52058",2
"g25278","g25278",0
"g12275","g12275",9
"g16154","g16154",5
"g16152","g16152",8
"g16153","g16153",2
"g47389","g47389",1
"adi2mcaRNA6492_R0","adi2mcaRNA6492_R0",1
"adi2mcaRNA37837_R1","adi2mcaRNA37837_R1",4
"g55430","g55430",5
"g505","g505",0
"g51506","g51506",1
"g33246","g33246",0
"g39424","g39424",0
"g63297","g63297",2
"adi2mcaRNA23524_R0","adi2mcaRNA23524_R0",0
"g39428","g39428",8
"g46139","g46139",0
"g36418","g36418",1
"g49349","g49349",0
"g49347","g49347",0
"g32309","g32309",2
"g32305","g32305",1
"g33548","g33548",2
"g32307","g32307",0
"g34616","g34616",5
"g32301","g32301",2
"g32300","g32300",1
"g41649","g41649",1
"g41642","g41642",1
"g41643","g41643",1
"g41641","g41641",1
"g41646","g41646",1
"g41647","g41647",0
"adi2mcaRNA1589_R1","adi2mcaRNA1589_R1",1
"adi2mcaRNA1589_R3","adi2mcaRNA1589_R3",1
"adi2mcaRNA1589_R2","adi2mcaRNA1589_R2",1
"adi2mcaRNA1589_R6","adi2mcaRNA1589_R6",1
"g70521","g70521",2
"g70520","g70520",1
"adi2mcaRNA26004_R0","adi2mcaRNA26004_R0",8
"g19712","g19712",1
"g10408","g10408",2
"g33898","g33898",2
"g33899","g33899",4
"g33897","g33897",0
"g28774","g28774",0
"g28779","g28779",1
"g38094","g38094",1
"g62838","g62838",3
"g37041","g37041",2
"g62834","g62834",1
"g62835","g62835",1
"g38092","g38092",1
"g37043","g37043",0
"g46690","g46690",0
"g46693","g46693",4
"g46694","g46694",0
"g46695","g46695",2
"g46697","g46697",1
"g46698","g46698",4
"g46699","g46699",2
"g62788","g62788",0
"g62780","g62780",0
"g62786","g62786",1
"g62787","g62787",0
"g46969","g46969",5
"g58527","g58527",0
"g46962","g46962",1
"g46960","g46960",0
"g65434","g65434",3
"g11465","g11465",0
"g22270","g22270",2
"g22273","g22273",0
"g22275","g22275",0
"g22276","g22276",1
"g22277","g22277",2
"g22278","g22278",1
"adi2mcaRNA25672_R0","adi2mcaRNA25672_R0",0
"g66200","g66200",0
"g66205","g66205",0
"g66204","g66204",1
"g66207","g66207",2
"adi2mcaRNA4393_R0","adi2mcaRNA4393_R0",0
"g70822","g70822",6
"g37401","g37401",1
"g63492","g63492",1
"g63490","g63490",1
"g63496","g63496",0
"adi2mcaRNA6058_R1","adi2mcaRNA6058_R1",1
"g23048","g23048",6
"g67559","g67559",4
"g23022","g23022",0
"adi2mcaRNA8685_R0","adi2mcaRNA8685_R0",2
"g23023","g23023",4
"g23021","g23021",1
"g18745","g18745",2
"g20120","g20120",0
"g20121","g20121",4
"g23025","g23025",0
"g52213","g52213",0
"g52212","g52212",0
"g26984","g26984",1
"g48115","g48115",0
"g59539","g59539",0
"g54323","g54323",0
"g17178","g17178",0
"g57592","g57592",0
"g13417","g13417",0
"g45867","g45867",2
"g21292","g21292",0
"g8624","g8624",2
"g48691","g48691",2
"g48696","g48696",2
"g8623","g8623",3
"g27633","g27633",1
"g8629","g8629",2
"g21744","g21744",0
"g56248","g56248",6
"g15178","g15178",0
"g56242","g56242",2
"g35159","g35159",8
"g56247","g56247",0
"g15157","g15157",0
"g53586","g53586",2
"g53587","g53587",1
"g58378","g58378",0
"g15158","g15158",0
"g55531","g55531",6
"g55530","g55530",6
"g55535","g55535",3
"adi2mcaRNA8971_R1","adi2mcaRNA8971_R1",0
"g35151","g35151",1
"g35153","g35153",1
"g26217","g26217",0
"g49634","g49634",0
"g49630","g49630",0
"g45122","g45122",9
"g14288","g14288",3
"adi2mcaRNA20515_R0","adi2mcaRNA20515_R0",1
"g9128","g9128",1
"adi2mcaRNA34095_R0","adi2mcaRNA34095_R0",3
"g1328","g1328",1
"g11105","g11105",1
"g11106","g11106",1
"g1320","g1320",2
"g1324","g1324",0
"adi2mcaRNA20687_R1","adi2mcaRNA20687_R1",1
"g5005","g5005",1
"g5006","g5006",0
"g5003","g5003",1
"g35483","g35483",1
"g5008","g5008",0
"g43402","g43402",5
"g43400","g43400",1
"g43406","g43406",1
"g43405","g43405",2
"g39838","g39838",1
"g41939","g41939",0
"g1584","g1584",0
"g41935","g41935",1
"g1586","g1586",0
"g41937","g41937",2
"g41931","g41931",0
"g1582","g1582",1
"g1583","g1583",1
"g6678","g6678",0
"g6673","g6673",4
"g6670","g6670",1
"g6674","g6674",1
"g39788","g39788",4
"g39782","g39782",5
"g9382","g9382",1
"g9383","g9383",0
"g6586","g6586",0
"g206","g206",2
"g205","g205",1
"g204","g204",3
"g15900","g15900",1
"g36022","g36022",2
"g36023","g36023",0
"adi2mcaRNA32600_R0","adi2mcaRNA32600_R0",4
"g32929","g32929",1
"g32928","g32928",1
"g32927","g32927",0
"g32923","g32923",2
"adi2mcaRNA15601_R0","adi2mcaRNA15601_R0",1
"g7984","g7984",1
"g32694","g32694",4
"g32691","g32691",0
"g32690","g32690",1
"g29735","g29735",1
"g30203","g30203",5
"g30200","g30200",0
"g30206","g30206",1
"g30207","g30207",4
"g40324","g40324",0
"g30205","g30205",3
"g30209","g30209",3
"g38073","g38073",0
"g38072","g38072",0
"g38075","g38075",2
"g46706","g46706",1
"adi2mcaRNA10397_R0","adi2mcaRNA10397_R0",5
"adi2mcaRNA16923_R1","adi2mcaRNA16923_R1",1
"adi2mcaRNA32887_R1","adi2mcaRNA32887_R1",0
"g16341","g16341",0
"g16340","g16340",1
"g9154","g9154",0
"g38696","g38696",2
"g38699","g38699",1
"g36334","g36334",2
"g36335","g36335",8
"adi2mcaRNA5604_R1","adi2mcaRNA5604_R1",0
"adi2mcaRNA32731_R3","adi2mcaRNA32731_R3",1
"g31451","g31451",0
"g18774","g18774",0
"g18775","g18775",1
"g18776","g18776",0
"g66958","g66958",1
"g66957","g66957",0
"g66956","g66956",1
"g66953","g66953",2
"g23034","g23034",2
"g23037","g23037",0
"g30998","g30998",8
"g56865","g56865",0
"g30997","g30997",0
"g30995","g30995",7
"g46302","g46302",0
"g52084","g52084",2
"g13568","g13568",2
"g28812","g28812",1
"g28810","g28810",1
"g28816","g28816",3
"g66334","g66334",3
"adi2mcaRNA10085_R0","adi2mcaRNA10085_R0",1
"g19693","g19693",0
"g19697","g19697",1
"g64095","g64095",0
"g64098","g64098",0
"g64099","g64099",0
"g64081","g64081",0
"g64085","g64085",0
"g64084","g64084",2
"g64086","g64086",2
"g19962","g19962",2
"g64088","g64088",1
"adi2mcaRNA15065_R1","adi2mcaRNA15065_R1",3
"g25477","g25477",0
"g25473","g25473",3
"g28104","g28104",2
"g28105","g28105",0
"g28106","g28106",0
"adi2mcaRNA11533_R1","adi2mcaRNA11533_R1",0
"g28108","g28108",3
"g28109","g28109",0
"g64625","g64625",0
"g64620","g64620",1
"g62663","g62663",0
"g62662","g62662",0
"g27905","g27905",1
"g27906","g27906",3
"g71509","g71509",1
"g55197","g55197",2
"g27274","g27274",7
"adi2mcaRNA36181_R4","adi2mcaRNA36181_R4",0
"g25685","g25685",2
"g37363","g37363",0
"g63046","g63046",0
"g21881","g21881",4
"g21884","g21884",3
"g67749","g67749",2
"g67745","g67745",0
"g67744","g67744",1
"g56468","g56468",0
"g56469","g56469",0
"g56463","g56463",1
"adi2mcaRNA37083_R0","adi2mcaRNA37083_R0",2
"g24269","g24269",1
"g58947","g58947",2
"g58945","g58945",3
"g68749","g68749",6
"g68745","g68745",1
"g38620","g38620",5
"g55287","g55287",0
"g55286","g55286",0
"g55285","g55285",1
"g23049","g23049",0
"adi2mcaRNA2721_R0","adi2mcaRNA2721_R0",1
"adi2mcaRNA9093_R1","adi2mcaRNA9093_R1",4
"g1872","g1872",3
"g41856","g41856",1
"g41855","g41855",4
"g534","g534",0
"g55443","g55443",4
